coded_semel,semel,num,YESHUV_CODE,"prec_recruitment",total
730,1377,45.3201581,1,0.640059701,29.00760687
747,62,45.02164502,1,0.640059701,28.81654067
761,695,44.81589488,1,0.640059701,28.6848483
505,885,44.78482455,1,0.640059701,28.66496143
776,224,44.68663973,1,0.640059701,28.60211729
777,342,44.67066696,1,0.640059701,28.59189376
781,4025,44.54589257,1,0.640059701,28.5120307
782,916,44.38114229,1,0.640059701,28.40658069
784,820,44.34410778,1,0.640059701,28.38287639
789,776,44.32066319,1,0.640059701,28.36787045
791,1077,43.80641218,1,0.640059701,28.0387191
688,1044,43.65825243,1,0.640059701,27.94388802
683,2054,43.37431276,1,0.640059701,27.76214968
676,69,43.26614987,1,0.640059701,27.69291897
674,10,43.22655708,1,0.640059701,27.66757722
524,2062,42.8944337,1,0.640059701,27.45499843
568,1052,42.88696878,1,0.640059701,27.45022044
590,714,42.82106523,1,0.640059701,27.40803823
597,4003,42.71175153,1,0.640059701,27.33807093
602,1241,42.29000789,1,0.640059701,27.06812983
605,95,42.11029652,1,0.640059701,26.95310382
606,450,41.93294398,1,0.640059701,26.83958761
609,1285,41.8570525,1,0.640059701,26.79101253
627,439,41.48780488,1,0.640059701,26.55467201
638,39,41.47670555,1,0.640059701,26.54756777
887,573,41.29707113,1,0.640059701,26.43259102
656,183,41.0625,1,0.640059701,26.28245149
662,829,40.97376736,1,0.640059701,26.22565731
664,254,40.92490913,1,0.640059701,26.19438512
673,196,40.78807588,1,0.640059701,26.10680367
196,413,40.47664544,1,0.640059701,25.9074696
832,844,40.3899901,1,0.640059701,25.85200501
114,2044,40.3683513,1,0.640059701,25.83815488
920,1280,40.25276297,1,0.640059701,25.76417145
916,848,40.23020645,1,0.640059701,25.74973393
917,3601,40.11100614,1,0.640059701,25.67343862
848,854,40.00997506,1,0.640059701,25.60877269
847,3785,39.6,1,0.640059701,25.34636418
918,602,39.35271772,1,0.640059701,25.18808876
919,146,39.17021889,1,0.640059701,25.07127861
845,1210,39.13317631,1,0.640059701,25.04756915
843,1278,39.009591,1,0.640059701,24.96846717
929,235,38.75038263,1,0.640059701,24.80255834
841,4004,38.6880792,1,0.640059701,24.76268042
923,821,38.61939197,1,0.640059701,24.7187165
924,202,38.59827492,1,0.640059701,24.70520032
839,402,38.32910714,1,0.640059701,24.53291687
926,826,38.24035642,1,0.640059701,24.47611112
881,207,38.18062983,1,0.640059701,24.43788253
927,1172,38.11609693,1,0.640059701,24.39657762
851,4503,38.00913472,1,0.640059701,24.32811542
854,2053,37.77865613,1,0.640059701,24.18059537
880,623,37.76736358,1,0.640059701,24.17336746
914,675,37.74027686,1,0.640059701,24.15603034
872,1150,37.66622575,1,0.640059701,24.10863321
869,889,37.54536967,1,0.640059701,24.0312781
868,1237,37.49788923,1,0.640059701,24.00088779
866,23,37.45586638,1,0.640059701,23.97399065
899,164,37.40847188,1,0.640059701,23.94365534
903,311,37.39048991,1,0.640059701,23.93214581
875,1047,37.24183007,1,0.640059701,23.83699464
876,4013,37.10787172,1,0.640059701,23.7512533
906,141,37.01191681,1,0.640059701,23.68983643
908,3556,36.81542475,1,0.640059701,23.56406978
860,348,36.63199266,1,0.640059701,23.44666229
859,648,36.59365831,1,0.640059701,23.42212601
910,1058,35.92865922,1,0.640059701,22.9964869
878,589,35.83383184,1,0.640059701,22.93579171
879,113,35.82380515,1,0.640059701,22.92937403
928,1148,35.71148182,1,0.640059701,22.85748039
930,1258,35.66899959,1,0.640059701,22.83028923
6,703,35.64867459,1,0.640059701,22.81728002
949,200,35.50592851,1,0.640059701,22.725914
882,272,35.39336843,1,0.640059701,22.65386883
945,352,34.88339097,1,0.640059701,22.32745281
946,278,34.71632136,1,0.640059701,22.22051829
947,343,34.62820613,1,0.640059701,22.16411928
883,1103,34.57218876,1,0.640059701,22.12826482
824,590,34.54277528,1,0.640059701,22.10943843
948,4024,34.53924093,1,0.640059701,22.10717624
950,385,34.10820293,1,0.640059701,21.83128619
931,44,33.78430979,1,0.640059701,21.62397524
890,843,33.61379212,1,0.640059701,21.51483375
884,1209,33.54111415,1,0.640059701,21.46831551
823,1252,33.50434076,1,0.640059701,21.44477835
951,421,33.34888587,1,0.640059701,21.34527794
817,3568,33.3393595,1,0.640059701,21.33918049
822,464,33.12840467,1,0.640059701,21.2041568
889,1102,32.96524371,1,0.640059701,21.09972405
830,3751,32.96346601,1,0.640059701,21.09858621
944,2042,32.78614865,1,0.640059701,20.98509252
893,265,32.46432475,1,0.640059701,20.77910601
943,35,32.42009811,1,0.640059701,20.75079832
837,1147,32.29828081,1,0.640059701,20.67282797
932,310,32.02837508,1,0.640059701,20.50007219
934,1233,31.82246034,1,0.640059701,20.36827447
935,1133,31.56646963,1,0.640059701,20.20442513
936,318,31.53618859,1,0.640059701,20.18504346
835,1068,31.46341463,1,0.640059701,20.13846378
937,4022,31.33405833,1,0.640059701,20.05566802
938,1206,31.32731959,1,0.640059701,20.05135483
939,774,30.90377302,1,0.640059701,19.78025973
940,1180,30.69342111,1,0.640059701,19.64562195
941,614,30.63658328,1,0.640059701,19.60924235
894,1129,30.58100169,1,0.640059701,19.57366681
873,578,30.54915327,1,0.640059701,19.55328192
942,1253,30.39180909,1,0.640059701,19.45257225
831,403,30.31245557,1,0.640059701,19.40178126
803,719,30.28449967,1,0.640059701,19.38388782
,3566,30.18530293,,0.640059701,19.32039598
,98,30.1468213,,0.640059701,19.29576544
,312,29.98190383,,0.640059701,19.19020842
,1254,29.65775798,,0.640059701,18.98273572
,1051,29.50705577,,0.640059701,18.88627731
,1104,29.29747542,,0.640059701,18.75213337
,2063,29.29047391,,0.640059701,18.74765199
,317,29.20806131,,0.640059701,18.694903
,145,28.64113741,,0.640059701,18.33203786
,359,28.37899585,,0.640059701,18.16425161
,1211,28.26259131,,0.640059701,18.08974576
,370,28.08686936,,0.640059701,17.97727322
,263,27.78262911,,0.640059701,17.78254129
,755,27.76148416,,0.640059701,17.76900726
,4301,27.55091787,,0.640059701,17.63423227
,3615,27.54576659,,0.640059701,17.63093514
,1130,27.19341564,,0.640059701,17.4054095
,3605,27.10597826,,0.640059701,17.34944435
,1231,26.76789284,,0.640059701,17.1330495
,78,26.70835669,,0.640059701,17.09494281
,1081,26.68695652,,0.640059701,17.08124542
,1045,26.6453376,,0.640059701,17.05460683
,833,26.42311903,,0.640059701,16.91237368
,1156,26.35705937,,0.640059701,16.87009155
,1291,26.24119218,,0.640059701,16.79592963
,3558,26.22898046,,0.640059701,16.7881134
,4009,26.12721417,,0.640059701,16.7229769
,738,25.95535714,,0.640059701,16.61297814
,3717,25.67934783,,0.640059701,16.43631571
,678,25.53675987,,0.640059701,16.3450509
,1126,25.47875064,,0.640059701,16.30792153
,355,25.24963677,,0.640059701,16.16127497
,3786,25.06329114,,0.640059701,16.04200265
,3612,24.75,,0.640059701,15.84147761
,1213,24.53332536,,0.640059701,15.70279291
,872,24.36458789,,0.640059701,15.59479085
,1141,24.28235294,,0.640059701,15.54215557
,298,23.73253561,,0.640059701,15.19023966
,1124,23.08012601,,0.640059701,14.77265856
,676,22.52223992,,0.640059701,14.41557816
,128,22.50026674,,0.640059701,14.40151401
,1094,21.19101124,,0.677,14.34631461
,218,21.92884759,,0.640059701,14.03577164
,4019,21.66555184,,0.640059701,13.86724664
,378,21.51840336,,0.640059701,13.77306283
,3609,21.46985962,,0.640059701,13.74199194
,1251,21.22886893,,0.640059701,13.58774351
,1043,20.88708016,,0.640059701,13.36897829
,305,20.57615828,,0.640059701,13.16996973
,1229,20.0709766,,0.640059701,12.84662329
,527,19.89140345,,0.640059701,12.73168575
,3614,19.85108975,,0.640059701,12.70588258
,1248,19.78,,0.640059701,12.6603809
,1158,19.53301571,,0.640059701,12.5022962
,1220,19.50970213,,0.640059701,12.48737412
,1085,19.46705576,,0.640059701,12.4600779
,603,19.38909091,,0.640059701,12.41017574
,1134,18.8863447,,0.640059701,12.08838815
,1239,18.58761726,,0.640059701,11.89718475
,1311,18.39174745,,0.640059701,11.77181638
,252,17.82971014,,0.640059701,11.41207895
,3610,17.6233468,,0.640059701,11.27999409
,1338,17.59813899,,0.640059701,11.26385959
,627,16.9914837,,0.640059701,10.87556398
,1255,16.88644068,,0.640059701,10.80833018
,1084,16.85483871,,0.640059701,10.78810303
,1197,16.72469846,,0.640059701,10.7048055
,1184,16.55211804,,0.640059701,10.59434373
,1324,16.43478261,,0.640059701,10.51924205
,840,16.02752087,,0.640059701,10.25857022
,1185,15.73131094,,0.640059701,10.06897818
,3555,15.43479092,,0.640059701,9.879187669
,1166,15.34972426,,0.640059701,9.824739928
,3619,15.24705882,,0.640059701,9.759027917
,1261,14.162764,,0.640059701,9.065014498
,1266,13.96802326,,0.640059701,8.940368798
,4303,13.20429492,,0.640059701,8.451537065
,8800,13.14842316,,0.640059701,8.415775803
,22,12.98261001,,0.640059701,8.309645488
,1238,12.66771985,,0.640059701,8.108096986
,427,11.09882226,,0.640059701,7.103908863
,3713,11.09047875,,0.640059701,7.098568518
,3598,10.82767978,,0.640059701,6.930361488
,534,10.4702458,,0.640059701,6.701582401
,1259,10.4186001,,0.640059701,6.66852607
,156,10.34993347,,0.640059701,6.624575327
,296,10.23074211,,0.640059701,6.548285741
,338,10.07707323,,0.640059701,6.449928484
,1279,9.464486459,,0.640059701,6.057836378
,4010,9.433173777,,0.640059701,6.037794392
,1219,9.280895179,,0.640059701,5.940326998
,1173,9.237980769,,0.640059701,5.912859213
,328,8.674285714,,0.640059701,5.552060725
,472,8.643354465,,0.640059701,5.532262879
,518,8.520872125,,0.640059701,5.453866869
,107,8.478739953,,0.640059701,5.426899763
,347,8.459568439,,0.640059701,5.41462885
,88,8.4,,0.640059701,5.376501493
,58,8.246440366,,0.640059701,5.278214159
,3606,7.184990125,,0.640059701,4.598822635
,102,7.107274526,,0.640059701,4.549080012
,502,6.970745956,,0.640059701,4.461693576
,3620,6.452805281,,0.640059701,4.130180622
,353,6.405368309,,0.640059701,4.099818128
,1322,6.371024446,,0.640059701,4.077836005
,1076,5.972646822,,0.640059701,3.822850542
,702,5.451072198,,0.640059701,3.489011644
,212,5.354723839,,0.640059701,3.427342942
,1225,5.325197051,,0.640059701,3.408444035
,186,5.177925938,,0.640059701,3.31418173
,530,4.328289175,,0.640059701,2.770363477
,868,4.258252427,,0.640059701,2.725535777
,1212,4.134704711,,0.640059701,2.646457863
,1157,3.722280303,,0.640059701,2.38248162
,2039,3.688598694,,0.640059701,2.360923379
,1318,3.681913677,,0.640059701,2.356644569
,371,3.644085461,,0.640059701,2.332432252
,638,3.537229556,,0.640059701,2.264038094
,1276,3.504396483,,0.640059701,2.243022967
,494,3.396429724,,0.640059701,2.173917795
,1162,3.388519869,,0.640059701,2.168855016
,890,3.220385279,,0.640059701,2.06123884
,2730,3.170484181,,0.640059701,2.029299158
,2710,3.103794316,,0.640059701,1.986613663
,1054,2.92630957,,0.640059701,1.87301283
,1195,2.917873743,,0.640059701,1.867613397
,2006,2.615385387,,0.640059701,1.67400279
,1056,2.571612075,,0.640059701,1.645985257
,2720,2.280791424,,0.640059701,1.459842678
,1303,2.169288944,,0.640059701,1.388474434
,1057,2.166666667,,0.640059701,1.38679602
,944,2.152382461,,0.640059701,1.377653275
,8900,2.021394803,,0.640059701,1.293813354
,978,1.990296014,,0.640059701,1.273908273
,1358,1.874731952,,0.640059701,1.199940374
,6000,1.830502703,,0.640059701,1.171631014
,522,1.807498999,,0.640059701,1.15690727
,975,1.68172048,,0.640059701,1.076401508
,1292,1.642355854,,0.640059701,1.051205798
,634,1.612033453,,0.640059701,1.031797651
,481,1.549276336,,0.640059701,0.991629349
,1325,1.4875,,0.640059701,0.952088806
,473,1.38866055,,0.640059701,0.888825657
,509,1.294984637,,0.640059701,0.82886748
,542,1.252490871,,0.640059701,0.801668933
,637,1.230076991,,0.640059701,0.787322712
,514,1.192620304,,0.640059701,0.763348196
,649,1.086484955,,0.640059701,0.695415236
,516,1.041430847,,0.640059701,0.666577917
,1348,1.013355057,,0.640059701,0.648607735
,1346,1.009356282,,0.640059701,0.646048281
,7500,0.99569723,,0.640059701,0.637305672
,537,0.9936964,,0.640059701,0.636025021
,1359,0.98282124,,0.640059701,0.629064269
,507,0.881513701,,0.640059701,0.564221396
,508,0.864010888,,0.640059701,0.553018551
,543,0.768392413,,0.640059701,0.491817018
,1163,0.736967039,,0.640059701,0.471702903
,517,0.707937578,,0.640059701,0.453122315
,504,0.670721333,,0.640059701,0.429301696
,510,0.66110904,,0.640059701,0.423149255
,490,0.641055977,,0.640059701,0.410314097
,962,0.627972139,,0.640059701,0.40193966
,487,0.618048507,,0.640059701,0.395587943
,497,0.611276818,,0.640059701,0.391253658
,482,0.519352871,,0.640059701,0.332416844
,483,0.519034056,,0.640059701,0.332212783
,532,0.507746673,,0.640059701,0.324988184
,489,0.492771117,,0.640059701,0.315402934
,529,0.469491373,,0.640059701,0.300502508
,1327,0.389458122,,0.640059701,0.249276449
,498,0.387244582,,0.640059701,0.247859652
,478,0.385678817,,0.640059701,0.246857468
,654,0.360538417,,0.640059701,0.230766112
,628,0.352584354,,0.640059701,0.225675036
,635,0.288171419,,0.640059701,0.184446912
,652,0.265805542,,0.640059701,0.170131416
,993,0.246093434,,0.640059701,0.15751449
,499,0.245430694,,0.640059701,0.157090297
,1295,0.243291166,,0.640059701,0.155720871
,1060,0.17512103,,0.640059701,0.112087914
,1339,0.139209184,,0.640059701,0.089102189
,1375,0.139055375,,0.640059701,0.089003742
,1059,0.133599047,,0.640059701,0.085511366
,505,0.1330796,,0.640059701,0.085178889
,523,0.124342535,,0.640059701,0.079586646
,538,0.124080283,,0.640059701,0.079418789
,1154,0.118412378,,0.640059701,0.075790991
,412,0,,0.640059701,0
,475,0,,0.640059701,0
,480,0,,0.640059701,0
,485,0,,0.640059701,0
,492,0,,0.640059701,0
,493,0,,0.640059701,0
,496,0,,0.640059701,0
,511,0,,0.640059701,0
,512,0,,0.640059701,0
,520,0,,0.640059701,0
,521,0,,0.640059701,0
,524,0,,0.640059701,0
,525,0,,0.640059701,0
,526,0,,0.640059701,0
,528,0,,0.640059701,0
,531,0,,0.640059701,0
,535,0,,0.640059701,0
,536,0,,0.640059701,0
,539,0,,0.640059701,0
,540,0,,0.640059701,0
,541,0,,0.640059701,0
,546,0,,0.640059701,0
,547,0,,0.640059701,0
,566,0,,0.640059701,0
,633,0,,0.640059701,0
,636,0,,0.640059701,0
,658,0,,0.640059701,0
,882,0,,0.640059701,0
,886,0,,0.640059701,0
,897,0,,0.640059701,0
,913,0,,0.640059701,0
,921,0,,0.640059701,0
,926,0,,0.640059701,0
,942,0,,0.640059701,0
,990,0,,0.640059701,0
,994,0,,0.640059701,0
,997,0,,0.640059701,0
,998,0,,0.640059701,0
,1153,0,,0.640059701,0
,1192,0,,0.640059701,0
,1245,0,,0.640059701,0
,1246,0,,0.640059701,0
,1286,0,,0.640059701,0
,1290,0,,0.640059701,0
,1296,0,,0.640059701,0
,1316,0,,0.640059701,0
,1317,0,,0.640059701,0
,1320,0,,0.640059701,0
,1321,0,,0.640059701,0
,1326,0,,0.640059701,0
,1331,0,,0.640059701,0
,1332,0,,0.640059701,0
,1334,0,,0.640059701,0
,1335,0,,0.640059701,0
,1342,0,,0.640059701,0
,1343,0,,0.640059701,0
,1347,0,,0.640059701,0
,1349,0,,0.640059701,0
,1360,0,,0.640059701,0
,1367,0,,0.640059701,0
,2024,0,,0.640059701,0
,4001,0,,0.640059701,0
,4201,0,,0.640059701,0
,4203,0,,0.640059701,0
,4501,0,,0.640059701,0
,4502,0,,0.640059701,0
,1161,,,0.640059701,0
,7300,,,0.77,0
